TIME,ID,AGE,S,ETHBLACK,ASVABC,URBAN,REGNE,REGNC,REGW,REGS,EARNINGS,AGESQ
0,1474,22,13,0,55.25,1,0,0,0,1,8.7970638,484
0,1477,21,13,0,54.5,1,0,0,0,1,8.5685701,441
0,1478,20,13,0,55.75,1,0,0,0,1,10.739276,400
0,1481,22,16,1,53.25,1,0,0,0,1,8.6828165,484
0,1482,21,12,1,32,1,0,0,0,1,5.5790901,441
0,1488,21,12,1,36,1,0,0,0,1,8.5685701,441
0,1492,23,13,0,60,0,0,0,0,1,9.996664,529
0,1495,22,12,0,44.25,0,0,0,0,1,8.854188,484
0,1499,22,12,0,51.75,0,0,0,0,1,8.0163746,484
0,1507,18,12,0,50.25,1,0,0,0,1,6.5121131,324
0,1516,23,12,1,37.75,1,0,0,0,1,7.2737646,529
0,1517,19,12,1,33.75,1,0,0,0,1,6.5692372,361
0,1520,23,12,1,34,1,0,0,0,1,7.9211674,529
0,1527,23,12,1,31.75,1,0,0,0,1,7.3308868,529
0,1529,19,12,1,47,1,0,0,0,1,5.921833,361
0,1539,21,12,0,53.5,1,0,0,1,0,6.6644421,441
0,1545,20,12,0,37.25,1,0,0,1,0,6.6644421,400
0,1550,20,12,0,55.75,1,0,0,1,0,11.900792,400
0,1553,20,12,0,60.75,0,0,0,1,0,9.5206337,400
0,1554,20,12,0,52.75,1,0,0,0,1,7.1785579,400
0,1568,19,12,0,55.25,1,0,0,1,0,6.9500637,361
0,1570,20,12,0,51,1,0,0,1,0,7.6165071,400
0,1575,22,14,0,48.5,1,0,0,1,0,8.854188,484
0,1584,16,9,0,58.75,1,0,0,1,0,8.3210325,256
0,1594,22,12,0,51.75,1,0,0,1,0,8.3019934,484
0,1599,22,12,0,53.75,1,0,0,1,0,7.1595168,484
0,1605,21,12,0,50.25,1,0,0,1,0,8.3019934,441
0,1607,22,12,0,55,1,0,0,1,0,5.9027925,484
0,1609,23,9,0,52,0,0,0,0,1,6.0932055,529
0,1622,21,12,0,56.25,1,0,0,1,0,24.753651,441
0,1628,20,12,0,54.75,1,0,0,1,0,7.426095,400
0,1629,18,12,0,52.25,1,0,0,1,0,8.5876112,324
0,1638,20,12,0,58.75,1,0,0,1,0,7.7497969,400
0,1654,21,11,0,54.5,1,0,0,1,0,9.5206337,441
0,1656,21,12,0,54.25,1,0,0,1,0,9.0636406,441
0,1657,19,12,0,60.5,1,0,0,1,0,7.1404753,361
0,1660,23,11,0,42,1,0,0,1,0,12.376825,529
0,1680,18,12,0,45,1,0,0,1,0,8.911314,324
0,1685,21,12,1,39.75,1,0,0,1,0,6.7977309,441
0,1706,19,12,0,45.25,1,0,0,1,0,8.0925388,361
0,1725,18,11,0,37,1,0,0,1,0,7.8450012,324
0,1730,22,12,0,57.5,0,0,0,1,0,7.1404753,484
0,1738,21,14,0,52.5,1,0,0,1,0,18.089203,441
0,1753,22,12,1,36.75,1,0,0,1,0,17.13714,484
0,1781,21,12,0,55.25,1,0,0,1,0,9.5206337,441
0,1783,20,12,0,33.5,1,0,0,1,0,7.6165071,400
0,1790,18,12,0,56.25,1,0,0,1,0,5.9979982,324
0,1800,20,12,0,62.25,1,0,0,1,0,7.6165071,400
0,1809,19,12,0,51,1,0,0,1,0,11.424761,361
0,1826,19,12,0,52.75,1,0,0,1,0,7.7307558,361
0,1830,18,11,1,38.25,1,0,0,1,0,7.1404753,324
0,1842,18,12,0,54.5,1,0,0,1,0,7.7307558,324
0,1843,22,16,0,62.75,1,0,0,1,0,19.212639,484
0,1856,17,12,0,58.25,1,0,0,1,0,5.9027925,289
0,1859,21,12,0,52.5,1,1,0,0,0,9.4825487,441
0,1865,19,12,0,45.5,1,1,0,0,0,8.7208996,361
0,1871,21,12,0,56.5,1,1,0,0,0,7.1975975,441
0,1872,20,8,0,42.75,1,1,0,0,0,9.9395409,400
0,1885,20,12,0,52.75,1,1,0,0,0,7.6165071,400
0,1891,19,12,0,53.75,1,1,0,0,0,6.0360804,361
0,1895,20,14,0,58.75,1,1,0,0,0,10.567904,400
0,1899,21,12,0,45,1,1,0,0,0,8.6637764,441
0,1900,22,15,0,62.25,1,1,0,0,0,11.767501,484
0,1903,21,12,0,44,1,1,0,0,0,9.996664,441
0,1908,20,12,0,55.5,0,1,0,0,0,9.8824186,400
0,1914,22,16,0,61.25,0,0,0,1,0,5.1982656,484
0,1921,21,12,0,32.5,0,1,0,0,0,7.5212994,441
0,1925,18,12,0,57,0,1,0,0,0,6.6644421,324
0,1926,22,12,0,47.75,0,1,0,0,0,6.7406092,484
0,1929,22,14,0,63,0,1,0,0,0,5.9979982,484
0,1933,19,12,0,52.75,0,1,0,0,0,6.6644421,361
0,1941,21,12,0,58,1,0,0,1,0,6.5692372,441
0,1942,19,13,0,56,0,1,0,0,0,4.3794913,361
0,1958,20,12,0,56.75,0,1,0,0,0,9.5206337,400
0,1961,22,12,0,53.5,0,1,0,0,0,7.5784245,484
0,1962,21,12,0,38.25,0,1,0,0,0,6.2645764,441
0,1963,19,12,0,54.5,0,1,0,0,0,8.911314,361
0,1964,22,12,0,48.5,0,1,0,0,0,13.519301,484
0,1979,22,12,0,60.75,1,0,1,0,0,12.452991,484
0,1987,19,12,0,50,1,0,1,0,0,7.1404753,361
0,1988,20,12,0,41.75,1,0,1,0,0,9.5206337,400
0,2000,19,12,0,49.5,0,0,1,0,0,13.328884,361
0,2011,20,12,0,54,1,0,1,0,0,6.6644421,400
0,2012,19,12,0,48.75,1,0,1,0,0,7.1404753,361
0,2013,20,12,0,61.5,1,0,1,0,0,7.9973311,400
0,2014,19,12,0,55.5,1,0,1,0,0,19.041267,361
0,2028,19,11,0,56.25,1,0,1,0,0,8.7970638,361
0,2034,19,10,0,54.5,1,0,1,0,0,7.8069191,361
0,2050,20,12,0,46,1,0,1,0,0,6.474031,400
0,2055,21,12,0,61.25,0,0,1,0,0,11.805585,441
0,2073,20,12,0,60,0,0,1,0,0,11.481881,400
0,2075,22,12,0,59.25,0,0,1,0,0,3.427428,484
0,2076,23,12,0,50.25,0,0,1,0,0,7.3308868,529
0,2079,21,12,0,47.75,0,0,1,0,0,3.332221,441
0,2083,22,16,0,63.25,1,0,0,0,1,6.9500637,484
0,2084,22,14,0,62.75,0,0,1,0,0,6.6644421,484
0,2086,21,12,0,50,0,0,1,0,0,6.8167748,441
0,2087,19,12,0,51.75,0,0,1,0,0,8.5685701,361
0,2093,22,12,0,56.5,0,0,1,0,0,12.567238,484
0,2094,21,10,0,32.75,0,0,1,0,0,11.329552,441
0,2097,20,12,0,48.25,0,0,1,0,0,13.328884,400
0,2100,22,12,0,62.25,0,0,1,0,0,9.5206337,484
0,2101,20,12,0,60.75,1,0,1,0,0,16.470697,400
0,2103,23,13,0,49,0,0,1,0,0,7.9021239,529
0,2105,21,10,0,47.5,0,0,1,0,0,8.2829504,441
0,2106,21,12,0,52.75,0,0,1,0,0,11.062976,441
0,2115,21,12,0,39.25,0,0,0,0,1,7.7688365,441
0,2129,19,12,0,48,0,0,0,0,1,6.5692372,361
0,2133,18,12,0,53.25,0,0,0,0,1,5.1411419,324
0,2135,17,8,0,37.5,0,0,0,0,1,6.6644421,289
0,2144,20,13,0,61.75,0,0,0,0,1,7.1404753,400
0,2145,22,12,0,53.75,0,0,0,0,1,10.815441,484
0,2146,20,12,0,53.25,0,0,0,0,1,6.283618,400
0,2152,20,12,0,52.5,0,0,0,0,1,7.1785579,400
0,2154,20,13,0,60.75,0,0,0,0,1,6.3978643,400
0,2157,22,12,0,47.5,0,0,0,0,1,6.3407426,484
0,2163,21,12,0,46.25,0,0,0,0,1,21.421425,441
0,2169,18,12,1,54,0,0,0,0,1,10.472698,324
0,2173,19,12,0,52.75,0,0,0,0,1,7.0833507,361
0,2176,18,12,0,49.5,0,0,0,0,1,5.9027925,324
0,2182,18,12,0,57.5,0,0,0,0,1,7.6165071,324
0,2183,20,14,0,50.5,0,0,0,0,1,7.6165071,400
0,2191,22,12,0,51.5,0,0,0,0,1,10.244201,484
0,2195,22,8,0,42.5,0,0,0,0,1,8.492404,484
0,2196,22,12,0,51.25,0,0,0,0,1,9.3111773,484
0,2198,21,12,0,50.5,0,0,0,0,1,6.6644421,441
0,2199,20,12,0,57.25,0,0,0,0,1,6.6834855,400
0,2203,18,11,0,45,0,0,0,0,1,5.2173071,324
0,2211,19,12,1,40,0,0,0,0,1,12.167372,361
0,2215,19,12,0,56.5,0,0,0,0,1,6.854856,361
0,2216,19,12,0,54.5,0,0,0,0,1,14.85219,361
0,2226,19,11,1,37.75,0,0,0,0,1,6.9310207,361
0,2227,20,12,0,44.75,0,0,0,0,1,7.8450012,400
0,2228,19,13,0,40.5,0,0,0,0,1,17.30851,361
0,2241,20,12,0,51.5,0,0,0,0,1,9.5206337,400
0,2264,20,12,1,47.75,0,0,0,0,1,6.5692372,400
0,2270,20,12,1,39.75,0,0,0,0,1,8.4543228,400
0,2285,22,16,0,59,0,0,0,0,1,8.1496611,484
0,2299,22,16,0,63,1,0,0,0,1,8.3591146,484
0,2304,22,12,0,52,1,0,0,0,1,10.567904,484
0,2312,21,14,0,63,1,0,0,0,1,9.5206337,441
0,2313,19,12,0,50.5,1,0,0,0,1,6.3216991,361
0,2316,16,9,0,37.25,1,0,0,0,1,8.4543228,256
0,2317,18,8,0,50.75,1,0,0,0,1,5.5029254,324
0,2318,20,9,0,55.75,1,0,0,0,1,12.376825,400
0,2320,18,9,0,39.5,1,0,0,0,1,9.996664,324
0,2322,18,12,0,55,1,0,0,0,1,7.368969,324
0,2329,21,14,0,57.25,1,0,0,0,1,6.6644421,441
0,2330,17,12,0,53.75,1,0,0,0,1,5.9979982,289
0,2333,23,13,0,52.25,1,0,0,0,1,7.6165071,529
0,2336,23,15,0,61,1,0,0,0,1,9.0446014,529
0,2343,19,12,0,49.25,1,0,0,0,1,8.1306219,361
0,2346,23,13,0,59.75,1,0,0,0,1,7.2737646,529
0,2351,19,12,1,42.25,1,0,0,0,1,8.5685701,361
0,2354,20,9,1,38.75,1,0,0,0,1,8.3210325,400
0,2355,18,9,1,32.75,1,0,0,0,1,7.1214337,324
0,2361,17,10,1,33,1,0,0,0,1,7.9211674,289
0,2363,21,9,1,36,1,0,0,0,1,5.9027925,441
0,2365,17,10,0,46.5,1,0,0,0,1,7.1404753,289
0,2368,22,12,0,46.75,1,0,0,0,1,7.2928033,484
0,2370,21,13,0,56.5,1,0,0,0,1,6.283618,441
0,2389,18,10,0,42.25,1,0,0,1,0,10.282284,324
0,2391,22,12,0,49.75,1,0,0,1,0,11.424761,484
0,2392,19,11,0,41,1,0,0,1,0,7.7688365,361
0,2401,23,12,0,48,1,0,0,1,0,9.5206337,529
0,2406,20,12,0,30.5,1,0,0,1,0,6.1884127,400
0,2413,21,12,0,40,1,0,0,1,0,16.0137,441
0,2414,17,12,0,40,1,0,0,1,0,4.7603168,289
